ID,Name,Position,Team,League,Nation,OVR,Preferred foot,Alternative positions,Age,Height,Weight,Original Role Group,Evaluated Role,Role Source,Position Fit Score,Role Attribute Score,Player Role Suitability
276316,Henok Teklab,Left Midfielder,OH Leuven,1A Pro League,Germany,65,Right,"['LB', 'LW']",27,"174cm / 5'9""",70kg / 154lb,Wide Midfielder,Attacking Midfielder,Flexible Position 1,34.53287249434861,64.25,57.08321812358716
265600,Roony Bardghji,Right Midfielder,FC Barcelona,LALIGA EA SPORTS,Sweden,69,Left,['RW'],20,"173cm / 5'8""",70kg / 154lb,Wide Midfielder,Attacking Midfielder,Flexible Position 2,24.01123283769773,67.3,57.07280820942443
262839,Oliver Wähling,Central Midfielder,Blau-Weiss Linz,Ö. Bundesliga,Germany,62,Right,['RM'],26,"185cm / 6'1""",72kg / 159lb,Central Midfielder,Attacking Midfielder,Flexible Position 1,38.89521658022508,64.05,57.04380414505627
225719,Kelechi Iheanacho,Striker,Celtic,Scottish Prem,Nigeria,72,Left,['CAM'],29,"185cm / 6'1""",82kg / 181lb,Striker,Attacking Midfielder,Flexible Position 1,15.133003018930541,70.15,57.04325075473264
235955,Rafik Guitane,Right Winger,Estoril Praia,Liga Portugal,Algeria,73,Left,"['CAM', 'RM']",26,"170cm / 5'7""",64kg / 141lb,Winger,Attacking Midfielder,Flexible Position 2,13.00618986735442,70.6,57.041547466838594
214308,Ariel Martínez,Central Midfielder,Palestino,Sudamericana,Chile,66,Right,['CDM'],32,"176cm / 5'9""",72kg / 159lb,Central Midfielder,Attacking Midfielder,Flexible Position 1,31.49589199819529,65.15,57.03397299954882
243618,Lukas Fadinger,Central Midfielder,Motherwell,Scottish Prem,Austria,65,Right,"['CAM', 'CDM']",25,"176cm / 5'9""",65kg / 143lb,Central Midfielder,Attacking Midfielder,Flexible Position 1,32.52693653507252,65.35,57.021734133768135
216800,Juri Cisotti,Central Midfielder,FCSB,SUPERLIGA,Italy,71,Right,"['LM', 'CAM']",32,"175cm / 5'9""",62kg / 137lb,Central Midfielder,Attacking Midfielder,Flexible Position 1,17.88574431742175,69.25,57.02143607935543
255487,Sofiane Bendebka,Defensive Midfielder,Al Fateh,ROSHN Saudi League,Algeria,72,Right,"['CM', 'CAM']",33,"185cm / 6'1""",74kg / 163lb,Defensive Midfielder,Attacking Midfielder,Flexible Position 2,16.32211026550404,69.35,57.02052756637601
241238,Jessy Deminguet,Central Midfielder,FC Metz,Ligue 1 McDonald's,France,72,Left,['CDM'],28,"178cm / 5'10""",74kg / 163lb,Central Midfielder,Attacking Midfielder,Flexible Position 1,16.07375282134082,69.5,57.0184382053352
263343,Naatan Skyttä,Central Midfielder,Kaiserslautern,Bundesliga 2,Finland,71,Left,['CAM'],23,"170cm / 5'7""",69kg / 152lb,Central Midfielder,Attacking Midfielder,Flexible Position 1,18.8165685199114,68.65,57.014142129977856
261082,Cristian Medina,Central Midfielder,Estudiantes,LPF,Argentina,73,Right,"['CAM', 'LM', 'CDM']",23,"178cm / 5'10""",73kg / 161lb,Central Midfielder,Attacking Midfielder,Flexible Position 2,11.97051566148739,71.15,57.00262891537185
229631,Lazo,Left Midfielder,Albacete BP,LALIGA HYPERMOTION,Spain,68,Right,"['ST', 'CAM', 'LW']",30,"180cm / 5'11""",69kg / 152lb,Wide Midfielder,Attacking Midfielder,Flexible Position 1,24.34553126276531,67.75,56.98638281569133
72354,Amine Hemia,Striker,En Avant Guingamp,Ligue 2 BKT,France,70,Right,['CAM'],28,"178cm / 5'10""",68kg / 150lb,Striker,Attacking Midfielder,Flexible Position 2,19.8144288958893,68.8,56.97360722397232
