ID,Rank,Name,GENDER,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak foot,Skill moves,Preferred foot,Height,Weight,Alternative positions,Age,Nation,League,Team,play style,url,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,card,Functional Position,Prob_Attacking Midfielder,Prob_Center Back,Prob_Central Midfielder,Prob_Defensive Midfielder,Prob_Full Back,Prob_Striker,Prob_Wide Midfielder,Prob_Winger,PredictedFunctionalPosition1,FunctionalPositionProbability1,PredictedFunctionalPosition2,FunctionalPositionProbability2,PredictedFunctionalPosition3,FunctionalPositionProbability3,OfficialFunctionalPositionMatch
199503,144,Granit Xhaka,M,85,47,75,85,74,78,82,40,53,76,67,89,84,55,65,77,85,78,89,90,80,73,51,61,86,82,84,77,72,80,79,75,70,84,78,90,Defensive Midfielder,3,3,Left,"186cm / 6'1""",80kg / 176lb,['CM'],33,Switzerland,Premier League,Sunderland,"['Long Ball Pass+', 'Aerial Fortress', 'Bruiser', 'Finesse Shot', 'Incisive Pass', 'Power Shot']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/granit-xhaka/199503,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/199503_en.webp,Defensive Midfielder,0.0016981932448884708,0.00029369017583974315,0.5107029879260307,0.4872734763127888,2.5498305834866674e-05,1.0112560542810968e-06,4.7007702021455025e-06,4.420083609777452e-07,Central Midfielder,0.5107029879260307,Defensive Midfielder,0.4872734763127888,Attacking Midfielder,0.0016981932448884708,False
237692,137,Phil Foden,M,85,81,81,82,89,57,57,83,79,83,82,89,81,59,64,80,83,74,82,81,88,89,92,92,82,89,85,59,47,60,59,47,59,83,41,64,Right Winger,3,4,Left,"171cm / 5'7""",70kg / 154lb,"['CM', 'LW', 'RM']",25,England,Premier League,Manchester City,"['First Touch', 'Gamechanger', 'Inventive', 'Low Driven Shot', 'Technical']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/phil-foden/237692,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/237692_en.webp,Winger,0.43175916184433116,2.422423748562488e-15,0.025675373753364147,5.135235435008757e-07,4.3554897597107864e-07,0.0004242462609552205,0.38041085535501884,0.16172941371380864,Attacking Midfielder,0.43175916184433116,Wide Midfielder,0.38041085535501884,Winger,0.16172941371380864,False
200104,136,Heung Min Son,M,85,84,84,81,83,42,73,85,83,85,84,88,81,83,75,81,83,74,83,72,87,84,79,74,85,85,86,39,72,45,34,33,82,87,69,62,Left Winger,5,4,Right,"183cm / 6'0""",78kg / 172lb,"['ST', 'LM']",33,Korea Republic,MLS,LAFC,"['Finesse Shot+', 'First Touch', 'Gamechanger', 'Low Driven Shot', 'Whipped Pass']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/heung-min-son/200104,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/200104_en.webp,Winger,0.11154334766284921,1.4483702144518873e-17,3.529344010732739e-05,4.097694391609292e-12,6.085126722102924e-10,0.287361408946085,0.3758991938667734,0.22516075547157488,Wide Midfielder,0.3758991938667734,Striker,0.287361408946085,Winger,0.22516075547157488,False
272834,116,João Neves,M,85,74,69,80,84,82,83,77,71,77,69,73,68,66,60,67,84,53,86,86,74,83,84,86,83,86,85,84,72,83,83,80,83,92,78,84,Central Midfielder,4,3,Right,"174cm / 5'9""",66kg / 146lb,['CDM'],21,Portugal,Ligue 1 McDonald's,Paris SG,"['Press Proven+', 'Aerial Fortress', 'Long Ball Pass', 'Relentless', 'Tiki Taka']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/joao-neves/272834,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/272834_en.webp,Central Midfielder,0.003284867079154865,0.0015111810271303935,0.41741097853410103,0.5772511368489885,0.000497217162204398,1.7508786936922154e-06,3.954352316508941e-05,3.3249465619963157e-06,Defensive Midfielder,0.5772511368489885,Central Midfielder,0.41741097853410103,Attacking Midfielder,0.003284867079154865,False
243014,121,Bryan Mbeumo,M,85,88,84,79,84,49,76,90,87,84,87,83,77,85,85,84,80,72,80,69,84,83,90,85,81,84,83,52,63,53,41,37,81,85,71,74,Right Winger,2,4,Left,"171cm / 5'7""",75kg / 165lb,"['RM', 'ST']",26,Cameroon,Premier League,Man Utd,"['Gamechanger+', 'First Touch', 'Inventive', 'Quick Step', 'Rapid']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/bryan-mbeumo/243014,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/243014_en.webp,Winger,0.03245772837715262,4.918448339636345e-16,3.406915733725424e-05,1.5897274990416734e-10,3.3764956009465836e-08,0.10827430542766744,0.5335765372661091,0.3256573258478045,Wide Midfielder,0.5335765372661091,Winger,0.3256573258478045,Striker,0.10827430542766744,False
194765,117,Antoine Griezmann,M,85,77,86,85,88,59,73,80,75,87,86,85,86,86,79,82,86,85,86,83,89,86,88,85,87,90,88,59,79,45,63,64,84,77,70,74,Striker,3,4,Left,"176cm / 5'9""",67kg / 148lb,"['LM', 'CAM']",35,France,LALIGA EA SPORTS,Atlético de Madrid,"['Chip Shot+', 'Finesse Shot', 'Gamechanger', 'Incisive Pass', 'Inventive', 'Long Ball Pass', 'Technical']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/antoine-griezmann/194765,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/194765_en.webp,Striker,0.7554064602750141,1.4672096301123276e-10,0.022708633057305874,6.125485083760401e-07,2.823648931837384e-06,0.1104841770031431,0.06113616512056946,0.05026112819980634,Attacking Midfielder,0.7554064602750141,Striker,0.1104841770031431,Wide Midfielder,0.06113616512056946,False
246104,109,Ryan Gravenberch,M,85,76,76,81,85,81,81,76,76,75,78,79,76,71,58,74,81,70,86,82,76,88,76,70,84,87,88,88,67,80,82,78,81,85,80,76,Defensive Midfielder,4,4,Right,"190cm / 6'3""",77kg / 170lb,['CM'],23,Holland,Premier League,Liverpool,"['Intercept', 'Press Proven']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ryan-gravenberch/246104,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/246104_en.webp,Defensive Midfielder,0.016813413915672683,0.0011512813974368962,0.580786962205169,0.39042365820507385,0.0074997067356916735,4.178316181801843e-05,0.0029333327045333157,0.0003498616746045747,Central Midfielder,0.580786962205169,Defensive Midfielder,0.39042365820507385,Attacking Midfielder,0.016813413915672683,False
227796,210,Christian Pulisic,M,84,88,82,80,86,46,65,90,86,84,85,81,80,76,80,80,80,75,81,75,84,86,88,81,85,86,83,40,50,50,42,50,70,76,57,70,Right Winger,5,4,Right,"178cm / 5'10""",73kg / 161lb,"['RM', 'CAM']",27,United States,Serie A Enilive,Milano FC,"['Dead Ball', 'Incisive Pass', 'Low Driven Shot', 'Quick Step']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/christian-pulisic/227796,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/227796_en.webp,Winger,0.12204980971280628,1.5878053396296847e-17,5.3855603637519214e-05,7.048389940031156e-11,2.8517231274955525e-08,0.011077343527044758,0.5042215255376485,0.3625974370311478,Wide Midfielder,0.5042215255376485,Winger,0.3625974370311478,Attacking Midfielder,0.12204980971280628,False
204485,225,Riyad Mahrez,M,84,78,80,81,88,39,63,81,76,83,80,82,81,76,73,81,82,80,82,74,85,87,91,90,81,89,81,39,56,45,34,22,71,79,60,48,Right Midfielder,4,5,Left,"179cm / 5'10""",67kg / 148lb,['RW'],35,Algeria,ROSHN Saudi League,Al Ahli,"['Dead Ball', 'Finesse Shot', 'First Touch', 'Incisive Pass', 'Inventive', 'Low Driven Shot', 'Technical']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/riyad-mahrez/204485,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/204485_en.webp,Wide Midfielder,0.3846908272035844,3.801626073718936e-20,0.00017241725877662845,4.940045509737447e-12,3.409099371466612e-11,0.01452146990071671,0.34390429467897565,0.2567109909189155,Attacking Midfielder,0.3846908272035844,Wide Midfielder,0.34390429467897565,Winger,0.2567109909189155,False
241721,217,Rafael Leão,M,84,93,78,80,86,28,75,93,93,76,82,80,74,74,63,84,81,60,83,70,79,87,84,79,83,86,83,24,72,22,24,21,89,75,79,60,Left Winger,4,5,Right,"188cm / 6'2""",81kg / 179lb,['LM'],26,Portugal,Serie A Enilive,Milano FC,"['Gamechanger', 'Incisive Pass', 'Quick Step', 'Rapid', 'Trickster']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/rafael-leao/241721,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/241721_en.webp,Winger,0.010445277620641001,1.1037713934052016e-21,2.2623942364778165e-07,3.9394522189810593e-16,2.4409773413961665e-12,0.023350541592154498,0.5280675896333319,0.4381363649120076,Wide Midfielder,0.5280675896333319,Winger,0.4381363649120076,Striker,0.023350541592154498,False
220697,214,James Maddison,M,84,67,81,86,85,58,64,70,65,83,80,83,82,77,77,84,87,87,86,86,86,86,82,82,80,87,87,58,35,61,68,45,56,78,56,70,Central Midfielder,4,4,Right,"175cm / 5'9""",73kg / 161lb,"['CAM', 'CDM']",29,England,Premier League,Spurs,"['Dead Ball', 'Finesse Shot', 'Gamechanger', 'Incisive Pass', 'Inventive', 'Whipped Pass']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/james-maddison/220697,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/220697_en.webp,Central Midfielder,0.6325274645349929,2.3807566544600814e-15,0.3076354191393978,8.626628693610537e-06,3.5720760017631344e-08,9.370813258313374e-05,0.04236617902672401,0.017368566816846193,Attacking Midfielder,0.6325274645349929,Central Midfielder,0.3076354191393978,Wide Midfielder,0.04236617902672401,False
264652,221,Bradley Barcola,M,84,90,77,78,84,39,66,88,91,84,80,74,74,73,66,81,79,64,83,64,80,86,88,64,82,84,83,39,69,34,39,28,79,74,64,60,Left Winger,4,4,Right,"188cm / 6'2""",70kg / 154lb,"['RW', 'LM']",23,France,Ligue 1 McDonald's,Paris SG,"['Finesse Shot', 'Gamechanger', 'Rapid']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/bradley-barcola/264652,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/264652_en.webp,Winger,0.023249124491911955,7.2956803845739e-19,3.8104133557325114e-06,1.383720640307938e-13,2.741809396873394e-10,0.05820826670670481,0.5712886356778714,0.34725016243583684,Wide Midfielder,0.5712886356778714,Winger,0.34725016243583684,Striker,0.05820826670670481,False
231521,199,Exequiel Palacios,M,84,62,76,80,82,81,71,72,53,79,74,81,79,63,72,70,83,54,86,84,73,82,78,79,85,84,83,86,67,80,84,80,74,68,67,84,Central Midfielder,4,3,Right,"178cm / 5'10""",69kg / 152lb,['CDM'],27,Argentina,Bundesliga,Leverkusen,['Anticipate'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/exequiel-palacios/231521,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/231521_en.webp,Central Midfielder,0.007015609995564775,0.0002696313971099897,0.451089421734288,0.5412342247873239,0.00031261142340639335,1.2268639780473496e-05,5.775677384717311e-05,8.475248679392426e-06,Defensive Midfielder,0.5412342247873239,Central Midfielder,0.451089421734288,Attacking Midfielder,0.007015609995564775,False
210035,190,Grimaldo,M,84,72,73,87,85,74,67,76,68,78,67,84,83,63,54,91,85,89,86,86,89,84,84,86,85,86,83,79,62,76,75,69,68,91,54,69,Left Midfielder,2,4,Left,"171cm / 5'7""",68kg / 150lb,"['LB', 'LW']",30,Spain,Bundesliga,Leverkusen,"['Whipped Pass+', 'Dead Ball', 'Finesse Shot', 'First Touch', 'Inventive']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/grimaldo/210035,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/210035_en.webp,Wide Midfielder,0.07651573853747137,6.141180476643469e-07,0.7576543656285113,0.029333311522219373,0.05552773116178895,2.7814810221250944e-06,0.07541466744562265,0.005550790105316577,Central Midfielder,0.7576543656285113,Attacking Midfielder,0.07651573853747137,Wide Midfielder,0.07541466744562265,False
226161,162,Marcos Llorente,M,84,89,79,78,81,78,82,87,91,79,80,84,79,66,65,76,79,63,81,80,78,81,83,74,81,82,79,80,67,77,82,74,84,92,77,80,Right Back,4,3,Right,"184cm / 6'0""",74kg / 163lb,"['CM', 'RM']",31,Spain,LALIGA EA SPORTS,Atlético de Madrid,"['Power Shot', 'Quick Step', 'Rapid', 'Relentless', 'Whipped Pass']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marcos-llorente/226161,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/226161_en.webp,Full Back,0.04273552005227916,0.0006811576671636774,0.6143530567720706,0.1430254836437564,0.09467492460953505,0.0025158312549528015,0.0907017657314505,0.011312260268791684,Central Midfielder,0.6143530567720706,Defensive Midfielder,0.1430254836437564,Full Back,0.09467492460953505,False
251517,177,Joško Gvardiol,M,84,78,71,75,78,84,82,77,79,69,68,81,74,60,61,73,70,59,81,76,74,78,68,67,85,80,81,84,80,84,85,84,88,81,80,86,Left Back,5,3,Left,"185cm / 6'1""",80kg / 176lb,"['CB', 'LM']",24,Croatia,Premier League,Manchester City,"['Block+', 'Jockey', 'Low Driven Shot', 'Pinged Pass']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/josko-gvardiol/251517,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/251517_en.webp,Full Back,4.092557344396477e-05,0.7188968050467207,0.0034951805617373334,0.11088833653921791,0.1665043001284768,4.8700271325593066e-06,0.00016407756095649994,5.504562314292136e-06,Center Back,0.7188968050467207,Full Back,0.1665043001284768,Defensive Midfielder,0.11088833653921791,False
257279,196,Álex Baena,M,84,79,76,84,82,65,68,79,79,82,77,77,76,69,68,85,84,80,87,82,78,83,80,76,82,84,74,66,58,67,66,64,71,78,60,76,Left Midfielder,4,3,Right,"175cm / 5'9""",70kg / 154lb,"['ST', 'LW']",24,Spain,LALIGA EA SPORTS,Atlético de Madrid,"['Dead Ball', 'First Touch', 'Incisive Pass', 'Inventive', 'Long Ball Pass', 'Technical', 'Tiki Taka']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alex-baena/257279,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/257279_en.webp,Wide Midfielder,0.43100979887326235,8.214993970471259e-10,0.135159945546698,0.00011233154596603473,0.0003501950440307274,0.0005279936057978979,0.3568218243363739,0.0760179102263717,Attacking Midfielder,0.43100979887326235,Wide Midfielder,0.3568218243363739,Central Midfielder,0.135159945546698,False
248148,277,Zubimendi,M,83,66,67,79,79,80,73,67,66,79,69,65,73,49,45,70,83,56,83,83,73,77,74,75,84,83,83,83,65,81,82,79,71,85,67,74,Defensive Midfielder,4,3,Right,"180cm / 5'11""",74kg / 163lb,['CM'],27,Spain,Premier League,Arsenal,"['Aerial Fortress', 'Intercept']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/zubimendi/248148,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/248148_en.webp,Defensive Midfielder,0.006978796015682509,0.0005969722985540241,0.6094312164067336,0.3803287826692655,0.002522548915433008,2.085163958348073e-06,0.00012126142735025129,1.833710302282398e-05,Central Midfielder,0.6094312164067336,Defensive Midfielder,0.3803287826692655,Attacking Midfielder,0.006978796015682509,False
231936,305,Benjamin White,M,83,70,35,75,75,83,78,68,71,59,30,53,27,23,24,77,76,20,80,79,64,74,68,61,84,79,81,84,78,83,84,82,82,78,77,81,Right Back,4,2,Right,"185cm / 6'1""",77kg / 170lb,,28,England,Premier League,Arsenal,['Block'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/benjamin-white/231936,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/231936_en.webp,Full Back,1.4479962946234505e-08,0.7386319300604748,4.117119481625317e-05,0.015156571454001521,0.24616931109478163,1.7386280644893644e-13,9.995260263721571e-07,2.1897627256495636e-09,Center Back,0.7386319300604748,Full Back,0.24616931109478163,Defensive Midfielder,0.015156571454001521,False
207421,304,Leandro Trossard,M,83,80,81,80,85,30,60,87,75,83,83,83,78,80,75,79,81,69,82,77,83,84,92,85,82,84,84,18,65,30,31,18,74,76,55,47,Left Winger,5,4,Right,"171cm / 5'7""",67kg / 148lb,"['ST', 'LM']",31,Belgium,Premier League,Arsenal,['Whipped Pass'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/leandro-trossard/207421,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/207421_en.webp,Winger,0.3685941507445973,1.4452749503581037e-22,1.486845564159747e-05,6.869214218022051e-15,3.480799174073625e-13,0.12877845578689967,0.264897996810619,0.23771452820188765,Attacking Midfielder,0.3685941507445973,Wide Midfielder,0.264897996810619,Winger,0.23771452820188765,False
192629,298,Iago Aspas,M,83,77,84,80,84,35,62,78,76,85,85,83,83,82,85,80,81,83,82,75,81,85,81,71,82,85,84,39,77,39,21,18,80,57,61,65,Right Winger,4,3,Left,"176cm / 5'9""",67kg / 148lb,"['ST', 'RM']",38,Spain,LALIGA EA SPORTS,Celta,"['Chip Shot', 'Dead Ball', 'Finesse Shot', 'Incisive Pass', 'Low Driven Shot']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/iago-aspas/192629,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/192629_en.webp,Winger,0.15088198995743943,3.9864634774532957e-20,5.134599685811788e-06,5.3317215244656756e-14,8.334221912081822e-13,0.5918381141991391,0.09742344069088513,0.15985132055196372,Striker,0.5918381141991391,Winger,0.15985132055196372,Attacking Midfielder,0.15088198995743943,False
